anio,ppye,tg_hidrocarburos,tg_normal,pv,subsidios,ipc_18,renta_con_tg_normal,gcia_normal_hidrocarburos,renta_total,unidad
2001,18999.267999999985,0.04945790726780458,0.114123054,210082.41732813336,,0.038438393302769644,-31962.586035971985,2168.2544879244706,,Millones de pesos de 2018
2001,18999.267999999985,0.04945790726780458,0.114123054,210082.41732813336,,0.038438393302769644,-31962.586035971985,2168.2544879244706,,Millones de pesos de 2018
2001,18999.267999999985,0.04940745633487235,0.114123054,210107.35413514503,,0.038438393302769644,-31987.52284298365,2168.2544879244706,,Millones de pesos de 2018
2001,18999.267999999985,0.04940745633487235,0.114123054,210107.35413514503,,0.038438393302769644,-31987.52284298365,2168.2544879244706,,Millones de pesos de 2018
2001,18999.267999999985,0.04940745633487235,0.114123054,210082.41732813336,,0.038438393302769644,-31987.52284298365,2168.2544879244706,,Millones de pesos de 2018
2001,18999.267999999985,0.04940745633487235,0.114123054,210082.41732813336,,0.038438393302769644,-31987.52284298365,2168.2544879244706,,Millones de pesos de 2018
2002,30449.907000000017,0.31691532113145876,0.188701126,221926.6659873338,,0.04838182825389189,80693.73272430488,5745.931737495285,,Millones de pesos de 2018
2002,30449.907000000017,0.31691532113145876,0.188701126,221926.6659873338,,0.04838182825389189,80693.73272430488,5745.931737495285,,Millones de pesos de 2018
2002,30449.907000000017,0.31691532113145876,0.188701126,221913.1742709825,,0.04838182825389189,80693.73272430488,5745.931737495285,,Millones de pesos de 2018
2002,30449.907000000017,0.31691532113145876,0.188701126,221913.1742709825,,0.04838182825389189,80693.73272430488,5745.931737495285,,Millones de pesos de 2018
2002,30449.907000000017,0.31689388415618797,0.188701126,221926.6659873338,,0.04838182825389189,80680.24100795362,5745.931737495285,,Millones de pesos de 2018
2002,30449.907000000017,0.31689388415618797,0.188701126,221926.6659873338,,0.04838182825389189,80680.24100795362,5745.931737495285,,Millones de pesos de 2018
2002,30449.907000000017,0.31689388415618797,0.188701126,221913.1742709825,,0.04838182825389189,80680.24100795362,5745.931737495285,,Millones de pesos de 2018
2002,30449.907000000017,0.31689388415618797,0.188701126,221913.1742709825,,0.04838182825389189,80680.24100795362,5745.931737495285,,Millones de pesos de 2018
2003,28767.029000000028,0.36044773120471885,0.195745529,287743.6098948127,,0.05488572451056613,86324.6876931523,5631.017309363347,,Millones de pesos de 2018
2003,28767.029000000028,0.36044773120471885,0.195745529,287743.6098948127,,0.05488572451056613,86324.6876931523,5631.017309363347,,Millones de pesos de 2018
2003,28767.029000000028,0.36044773120471885,0.195745529,287726.58726352756,,0.05488572451056613,86324.6876931523,5631.017309363347,,Millones de pesos de 2018
2003,28767.029000000028,0.36044773120471885,0.195745529,287726.58726352756,,0.05488572451056613,86324.6876931523,5631.017309363347,,Millones de pesos de 2018
2003,28767.029000000028,0.36041525306972755,0.195745529,287743.6098948127,,0.05488572451056613,86307.66506186717,5631.017309363347,,Millones de pesos de 2018
2003,28767.029000000028,0.36041525306972755,0.195745529,287743.6098948127,,0.05488572451056613,86307.66506186717,5631.017309363347,,Millones de pesos de 2018
2003,28767.029000000028,0.36041525306972755,0.195745529,287726.58726352756,,0.05488572451056613,86307.66506186717,5631.017309363347,,Millones de pesos de 2018
2003,28767.029000000028,0.36041525306972755,0.195745529,287726.58726352756,,0.05488572451056613,86307.66506186717,5631.017309363347,,Millones de pesos de 2018
2004,30309.24699999997,0.4543627519996144,0.185661556,447730.8089418248,,0.05730932328517764,142108.30719849202,5627.2619592083265,,Millones de pesos de 2018
2004,30309.24699999997,0.4543627519996144,0.185661556,447730.8089418248,,0.05730932328517764,142108.30719849202,5627.2619592083265,,Millones de pesos de 2018
2004,30309.24699999997,0.4543627519996144,0.185661556,447713.1120379308,,0.05730932328517764,142108.30719849202,5627.2619592083265,,Millones de pesos de 2018
2004,30309.24699999997,0.4543627519996144,0.185661556,447713.1120379308,,0.05730932328517764,142108.30719849202,5627.2619592083265,,Millones de pesos de 2018
2005,35366.08800000003,0.4458877088818604,0.181745386,684617.0789967154,0.0,0.06283489501643001,148670.26726346312,6427.623314869974,678189.4556818454,Millones de pesos de 2018
2005,35366.08800000003,0.4458877088818604,0.181745386,684617.0789967154,0.0,0.06283489501643001,148670.26726346312,6427.623314869974,678189.4556818454,Millones de pesos de 2018
2005,35366.08800000003,0.4458877088818604,0.181745386,684617.0789967154,0.0,0.06283489501643001,148670.26726346312,6427.623314869974,678189.4556818454,Millones de pesos de 2018
2005,35366.08800000003,0.4458877088818604,0.181745386,684617.0789967154,0.0,0.06283489501643001,148670.26726346312,6427.623314869974,678189.4556818454,Millones de pesos de 2018
2006,39228.19000000001,0.5682810360484948,0.179536264,792002.2946309694,0.0,0.0696825181531,218846.19246852837,7042.882676082162,784959.4119548872,Millones de pesos de 2018
2006,39228.19000000001,0.5682810360484948,0.179536264,792002.2946309694,0.0,0.0696825181531,218846.19246852837,7042.882676082162,784959.4119548872,Millones de pesos de 2018
2006,39228.19000000001,0.5682810360484948,0.179536264,792002.2946309694,0.0,0.0696825181531,218846.19246852837,7042.882676082162,784959.4119548872,Millones de pesos de 2018
2006,39228.19000000001,0.5682810360484948,0.179536264,792002.2946309694,0.0,0.0696825181531,218846.19246852837,7042.882676082162,784959.4119548872,Millones de pesos de 2018
2007,40970.10300000001,0.4858842848064235,0.177969154,672856.2985303906,0.0,0.07879872942360158,160095.4065716083,7291.414570202864,665564.8839601878,Millones de pesos de 2018
2007,40970.10300000001,0.4858842848064235,0.177969154,672856.2985303906,0.0,0.07879872942360158,160095.4065716083,7291.414570202864,665564.8839601878,Millones de pesos de 2018
2007,40970.10300000001,0.4858842848064235,0.177969154,672856.2985303906,0.0,0.07879872942360158,160095.4065716083,7291.414570202864,665564.8839601878,Millones de pesos de 2018
2007,40970.10300000001,0.4858842848064235,0.177969154,672856.2985303906,0.0,0.07879872942360158,160095.4065716083,7291.414570202864,665564.8839601878,Millones de pesos de 2018
2008,45939.999999999985,0.4642366206688196,0.177329043,969122.6418742099,0.0,0.09663971229154261,136388.383259488,8146.496235419997,960976.1456387899,Millones de pesos de 2018
2008,45939.999999999985,0.4642366206688196,0.177329043,969122.6418742099,0.0,0.09663971229154261,136388.383259488,8146.496235419997,960976.1456387899,Millones de pesos de 2018
2008,45939.999999999985,0.4642366206688196,0.177329043,969122.6418742099,0.0,0.09663971229154261,136388.383259488,8146.496235419997,960976.1456387899,Millones de pesos de 2018
2008,45939.999999999985,0.4642366206688196,0.177329043,969122.6418742099,0.0,0.09663971229154261,136388.383259488,8146.496235419997,960976.1456387899,Millones de pesos de 2018
2009,49352.00000000002,0.5114090803739868,0.168781923,691565.6072782092,1124.371956294545,0.11098900696862518,152351.4439182342,8329.725463896004,682111.5098580186,Millones de pesos de 2018
2009,49352.00000000002,0.5114090803739868,0.168781923,691565.6072782092,1124.371956294545,0.11098900696862518,152351.4439182342,8329.725463896004,682111.5098580186,Millones de pesos de 2018
2009,49352.00000000002,0.5114090803739868,0.168781923,691565.6072782092,1124.371956294545,0.11098900696862518,152351.4439182342,8329.725463896004,682111.5098580186,Millones de pesos de 2018
2009,49352.00000000002,0.5114090803739868,0.168781923,691565.6072782092,1124.371956294545,0.11098900696862518,152351.4439182342,8329.725463896004,682111.5098580186,Millones de pesos de 2018
2010,64183.999999999956,0.45721136517810884,0.168907292,936542.1102564617,3568.9694236569535,0.13968073653950458,132477.16966061582,10841.145629727991,922131.9952030767,Millones de pesos de 2018
2011,82649.00000000004,0.36188275679508075,0.165799322,1239241.7417901317,6297.87129862018,0.172996874682735,93678.56981289152,13703.148163978007,1219240.7223275334,Millones de pesos de 2018
2012,119863.00000000007,0.26745852009154253,0.156365551,1518976.4474969136,29598.490127207602,0.2138958172700075,62254.31017854099,18742.44403951301,1470635.5133301928,Millones de pesos de 2018
2013,197011.00000000012,0.15462715648282316,0.153400732,1549033.9536067708,37299.18154528373,0.26930686005767707,897.1888563615639,30221.63161205202,1481513.1404494352,Millones de pesos de 2018
2014,280664.99999999977,0.2522005535603562,0.158603639,1498916.8101908865,29791.38366040147,0.38426265104099494,68363.07914369699,44514.49033993496,1424610.93619055,Millones de pesos de 2018
2015,418788.592,0.1465616125026329,0.152714321,864279.8227502494,73458.9637109112,0.48635406176914725,-5297.9595137458755,63955.01546982603,726865.8435695121,Millones de pesos de 2018
2016,687565.288999998,0.11061508803863532,0.157300074,498249.4694349508,32874.577288438515,0.6757814893778542,-47499.04572562042,108154.07083953108,357220.8213069812,Millones de pesos de 2018
2017,266901.1379999997,0.5829268947215931,0.157291505,679621.1023385348,25563.60329614265,0.834016110429706,136211.4813720273,41981.28168223264,612076.2173601595,Millones de pesos de 2018
2018,542750.893,0.5436304903919398,0.157437741,925424.1798716252,29085.444296190566,1.0,209606.45960260055,85449.47451965272,810889.261055782,Millones de pesos de 2018
